Support,Amine 1 or Additive 1,"1°, 2°, 3° Amine Ratio",MW or Mn (g/mol),Organic Content on Adsorbent Basis (%),N Content on Adsorbent Basis (mmol/g),Amine 2 or Additive 2,Additive 3,Amine 2 or Additive 2  to Amine 1 Ratio,Additive 3 to Amine 1 Ratio,OH to N ratio,BET Surface Area of Solid Support (m2g-1),Pore Volume of Solid Support (cm3g-1),Average Pore Diameters (nm),Relative Humidity (%),CO2 Concentration (vol%),Flow Rate (mL/min),Adsorption Time (min),Adsorption Temperature (℃),CO2 Capacity (mmol/g),Amine Efficiency (mmol/mmol),Time to Half Saturation (min),Time to 90% Saturation (min),Desorption Temperature (℃),Weight Loss Stability (%),Capacity Loss Stability (%),Cycle Number,Heat of Adsorption (kJ/mmol),DOI
SBA-15,BPEI,1.81:1.52:1,305,50.16 ,12.13,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,20,1.33,0.11,10.0,41.2,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,BPEI,1.81:1.52:1,305,50.16 ,11.51,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,40,2.07,0.18,1.5,4.0,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,BPEI,1.81:1.52:1,305,50.16 ,11.86,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,60,2.85,0.24,1.4,3.0,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,BPEI,1.81:1.52:1,305,50.16 ,11.77,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,80,3.53,0.30,1.1,3.5,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,BPEI,1.81:1.52:1,305,50.16 ,11.81,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,100,4.13,0.35,1.4,3.5,100,-,6.14,30,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,BPEI,1.81:1.52:1,305,50.16 ,11.82,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,120,3.19,0.27,1.3,3.0,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,9.79 ,2.75,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,20,0.84,0.30,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,9.79 ,2.72,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,40,0.80,0.29,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,9.79 ,2.71,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,60,0.65,0.24,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,9.79 ,2.71,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,80,0.45,0.17,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,9.79 ,2.80,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,100,0.26,0.09,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,9.79 ,2.75,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,120,0.19,0.07,1.3,43.4,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,19.69 ,5.29,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,20,1.12,0.21,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,19.69 ,5.27,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,40,1.03,0.20,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,19.69 ,5.22,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,60,0.83,0.16,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,19.69 ,5.17,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,80,0.59,0.11,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,19.69 ,5.58,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,100,0.50,0.09,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,19.69 ,4.24,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,120,0.24,0.06,0.5,2.2,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,34.65 ,9.25,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,20,1.08,0.12,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,34.65 ,9.13,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,40,0.99,0.11,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,34.65 ,9.31,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,60,0.80,0.09,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,34.65 ,9.25,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,80,0.64,0.07,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,34.65 ,9.71,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,100,0.50,0.05,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,34.65 ,8.97,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,120,0.24,0.03,0.5,0.5,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,43.29 ,11.55,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,20,1.15,0.10,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,43.29 ,11.64,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,40,1.00,0.09,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,43.29 ,11.69,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,60,0.96,0.08,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,43.29 ,11.54,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,80,0.72,0.06,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,43.29 ,11.79,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,100,0.56,0.05,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,43.29 ,11.12,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,120,0.35,0.03,0.8,1.7,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,47.10 ,12.75,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,20,1.08,0.08,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,47.10 ,13.00,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,40,0.96,0.07,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,47.10 ,12.70,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,60,0.81,0.06,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,47.10 ,12.49,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,80,0.68,0.05,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,47.10 ,13.85,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,100,0.52,0.04,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,47.10 ,11.63,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,120,0.24,0.02,0.6,1.6,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,49.49 ,12.42,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,20,0.99,0.08,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,49.49 ,13.26,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,40,0.89,0.07,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,49.49 ,13.73,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,60,0.80,0.06,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,49.49 ,13.39,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,80,0.72,0.05,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,49.49 ,13.44,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,100,0.50,0.04,-,-,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
SBA-15,DETA,2:1:0,103,49.49 ,13.67,0,0,0.00,0.00,0.00,493,1.35,8.81,0.00 ,100.00,60,90,120,0.27,0.02,0.5,2.1,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2023.124346
NS,BPEI,1.79:1.38:1,600,60.00 ,14.65,0,0,0.00,0.00,0.00,336,1.28,-,0.00 ,100.00,60,90,105,4.59,0.31,0.7,4.1,120,-,19.40,30,70.30,https://doi.org/10.1016/j.apenergy.2014.09.057
NS,BPEI,1.79:1.38:1,600,60.00 ,14.65,0,0,0.00,0.00,0.00,336,1.28,-,0.00 ,100.00,60,90,105,4.59,0.31,0.7,4.1,150,-,96.00,30,-,https://doi.org/10.1016/j.apenergy.2014.09.057
NS,BPEI,1.79:1.38:1,600,60.00 ,14.65,0,0,0.00,0.00,0.00,336,1.28,-,0.00 ,15.00,60,90,105,3.00,0.20,1.5,2.2,-,-, -, -,-,https://doi.org/10.1016/j.apenergy.2014.09.057
NS,BPEI,1.42:1.14:1,537,60.00 ,14.69,0,0,0.00,0.00,0.00,336,1.28,-,0.00 ,100.00,60,90,105,4.09,0.28,0.8,10.4,120,-,9.70,30,69.80,https://doi.org/10.1016/j.apenergy.2014.09.057
NS,BPEI,1.42:1.14:1,537,60.00 ,14.69,0,0,0.00,0.00,0.00,336,1.28,-,0.00 ,100.00,60,90,105,4.09,0.28,0.8,10.4,150,-,92.00,30,-,https://doi.org/10.1016/j.apenergy.2014.09.057
NS,BPEI,1.42:1.14:1,537,60.00 ,14.69,0,0,0.00,0.00,0.00,336,1.28,-,0.00 ,15.00,60,90,105,2.59,0.18,1.4,3.2,-,-,-,-,-,https://doi.org/10.1016/j.apenergy.2014.09.057
NS,BPEI,1.42:1.14:1,537,60.00 ,14.69,0,0,0.00,0.00,0.00,336,1.28,-,95.00 ,100.00,60,90,105,3.44,0.23,0.8,10.4,150,-,62.00,30,-,https://doi.org/10.1016/j.apenergy.2014.09.057
NS,BPEI,1.35:1.21:1,1020,60.00 ,14.86,0,0,0.00,0.00,0.00,336,1.28,-,0.00 ,100.00,60,90,105,3.89,0.26,0.8,8.1,120,-,12.00,30,69.70,https://doi.org/10.1016/j.apenergy.2014.09.057
NS,BPEI,1.35:1.21:1,1020,60.00 ,14.86,0,0,0.00,0.00,0.00,336,1.28,-,0.00 ,100.00,60,90,105,3.89,0.26,0.8,8.1,150,-,91.00,30,-,https://doi.org/10.1016/j.apenergy.2014.09.057
NS,BPEI,1.35:1.21:1,1020,60.00 ,14.86,0,0,0.00,0.00,0.00,336,1.28,-,0.00 ,15.00,60,90,105,2.41,0.16,1.5,4.5,-,-,-,-,-,https://doi.org/10.1016/j.apenergy.2014.09.057
NS,BPEI,1.35:1.21:1,1020,60.00 ,14.86,0,0,0.00,0.00,0.00,336,1.28,-,95.00 ,100.00,60,90,105,3.38,0.23,0.8,8.1,150,-,52.00,30,-,https://doi.org/10.1016/j.apenergy.2014.09.057
NS,BPEI,1:1.03:1.19,6854,60.00 ,14.80,0,0,0.00,0.00,0.00,336,1.28,-,0.00 ,100.00,60,90,105,3.66,0.25,0.9,10.8,120,-,9.90,30,68.40,https://doi.org/10.1016/j.apenergy.2014.09.057
NS,BPEI,1:1.03:1.19,6854,60.00 ,14.80,0,0,0.00,0.00,0.00,336,1.28,-,0.00 ,100.00,60,90,105,3.66,0.25,0.9,10.8,150,-,91.00,30,-,https://doi.org/10.1016/j.apenergy.2014.09.057
NS,BPEI,1:1.03:1.19,6854,60.00 ,14.80,0,0,0.00,0.00,0.00,336,1.28,-,0.00 ,15.00,60,90,105,2.16,0.15,1.7,5.0,-,-,-,-,-,https://doi.org/10.1016/j.apenergy.2014.09.057
NS,BPEI,1:1.17:1.17,10000,60.00 ,14.09,0,0,0.00,0.00,0.00,336,1.28,-,0.00 ,100.00,60,90,105,3.50,0.25,0.8,9.4,120,-,12.50,30,68.90,https://doi.org/10.1016/j.apenergy.2014.09.057
NS,BPEI,1:1.17:1.17,10000,60.00 ,14.09,0,0,0.00,0.00,0.00,336,1.28,-,0.00 ,100.00,60,90,105,1.00,0.07,0.8,9.4,150,-,85.00,30,-,https://doi.org/10.1016/j.apenergy.2014.09.057
NS,BPEI,1:1.17:1.17,10000,60.00 ,14.09,0,0,0.00,0.00,0.00,336,1.28,-,0.00 ,15.00,60,90,105,1.82,0.13,1.5,4.6,-,-, -,-,-,https://doi.org/10.1016/j.apenergy.2014.09.057
NS,LPEI,0:1:0,2450,60.00 ,13.15,0,0,0.00,0.00,0.02,336,1.28,-,0.00 ,100.00,60,90,105,3.07,0.23,1.0,7.0,120,-,2.90,30,64.40,https://doi.org/10.1016/j.apenergy.2014.09.057
NS,LPEI,0:1:0,2450,60.00 ,13.15,0,0,0.00,0.00,0.02,336,1.28,-,0.00 ,100.00,60,90,105,3.07,0.23,1.0,7.0,150,-,57.00,30,-,https://doi.org/10.1016/j.apenergy.2014.09.057
NS,LPEI,0:1:0,2450,60.00 ,13.15,0,0,0.00,0.00,0.02,336,1.28,-,0.00 ,15.00,60,90,105,0.30,0.02,1.3,1.5,-,-,-,-,-,https://doi.org/10.1016/j.apenergy.2014.09.057
NS,LPEI,0:1:0,2450,60.00 ,13.15,0,0,0.00,0.00,0.02,336,1.28,-,95.00 ,100.00,60,90,105,2.88,0.22,1.0,9.7,150,-,22.00,30,-,https://doi.org/10.1016/j.apenergy.2014.09.057
NS,LPEI,0:1:0,6000,60.00 ,13.37,0,0,0.00,0.00,0.01,336,1.28,-,0.00 ,100.00,60,90,105,3.09,0.23,1.1,9.7,120,-,0.50,30,65.00,https://doi.org/10.1016/j.apenergy.2014.09.057
NS,LPEI,0:1:0,6000,60.00 ,13.37,0,0,0.00,0.00,0.01,336,1.28,-,0.00 ,100.00,60,90,105,3.09,0.23,1.1,9.7,150,-,67.00,30,-,https://doi.org/10.1016/j.apenergy.2014.09.057
NS,LPEI,0:1:0,6000,60.00 ,13.37,0,0,0.00,0.00,0.01,336,1.28,-,0.00 ,15.00,60,90,105,0.25,0.02,1.3,1.3,-,-,-,-,-,https://doi.org/10.1016/j.apenergy.2014.09.057
SBA-15,BPEI,1.81:1.52:1,305,19.77 ,4.44,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,40,1.03,0.23,0.7,3.8,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,BPEI,1.81:1.52:1,305,19.77 ,4.44,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,60,0.83,0.19,0.7,3.7,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,BPEI,1.81:1.52:1,305,19.77 ,4.44,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,80,0.77,0.17,0.7,2.4,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,BPEI,1.81:1.52:1,305,19.77 ,4.44,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,100,0.64,0.15,0.7,1.6,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,BPEI,1.81:1.52:1,305,19.77 ,4.44,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,120,0.46,0.11,0.6,0.9,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,BPEI,1.81:1.52:1,305,36.99 ,8.94,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,40,1.91,0.22,0.6,6.7,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,BPEI,1.81:1.52:1,305,36.99 ,8.94,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,60,2.14,0.24,0.6,5.9,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,BPEI,1.81:1.52:1,305,36.99 ,8.94,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,80,2.61,0.29,0.6,2.2,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,BPEI,1.81:1.52:1,305,36.99 ,8.94,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,100,2.42,0.27,0.6,1.5,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,BPEI,1.81:1.52:1,305,36.99 ,8.94,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,120,1.89,0.21,0.6,0.7,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,BPEI,1.81:1.52:1,305,44.12 ,10.14,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,40,2.16,0.21,0.7,5.5,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,BPEI,1.81:1.52:1,305,44.12 ,10.14,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,60,2.65,0.26,0.8,1.5,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,BPEI,1.81:1.52:1,305,44.12 ,10.14,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,80,3.31,0.33,0.8,2.1,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,BPEI,1.81:1.52:1,305,44.12 ,10.14,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,100,3.64,0.36,0.8,2.4,120,-,0.19,30,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,BPEI,1.81:1.52:1,305,44.12 ,10.14,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,100,3.64,0.36,0.8,2.4,150,-,0.55,30,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,BPEI,1.81:1.52:1,305,44.12 ,10.14,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,120,2.81,0.28,0.8,1.8,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,DETA,2:1:0,103,19.69 ,5.27,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,40,0.99,0.19,0.6,5.9,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,DETA,2:1:0,103,19.69 ,5.27,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,60,0.74,0.14,0.5,5.1,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,DETA,2:1:0,103,19.69 ,5.27,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,80,0.71,0.14,0.5,1.6,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,DETA,2:1:0,103,19.69 ,5.27,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,100,0.51,0.09,0.6,0.5,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,DETA,2:1:0,103,19.69 ,5.27,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,120,0.29,0.06,0.4,0.5,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,DETA,2:1:0,103,34.65 ,9.29,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,40,0.89,0.09,0.7,24.0,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,DETA,2:1:0,103,34.65 ,9.29,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,60,0.87,0.08,0.7,55.5,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,DETA,2:1:0,103,34.65 ,9.29,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,80,0.72,0.07,0.7,18.0,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,DETA,2:1:0,103,34.65 ,9.29,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,100,0.54,0.05,0.6,16.4,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,DETA,2:1:0,103,34.65 ,9.29,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,120,0.16,0.01,0.4,0.5,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,DETA,2:1:0,103,47.10 ,12.69,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,40,0.81,0.07,0.6,2.0,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,DETA,2:1:0,103,47.10 ,12.69,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,60,0.74,0.07,0.6,1.0,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,DETA,2:1:0,103,47.10 ,12.69,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,80,0.64,0.06,0.5,0.9,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,DETA,2:1:0,103,47.10 ,12.69,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,100,0.46,0.04,0.6,0.6,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
SBA-15,DETA,2:1:0,103,47.10 ,12.69,0,0,0.00,0.00,0.00,483,1.36,9.04,0.00 ,100.00,60,30,120,0.08,0.01,0.4,0.4,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
MCM-41,BPEI,1.81:1.52:1,305,19.51 ,4.29,0,0,0.00,0.00,0.00,1005,1.13,3.18,0.00 ,100.00,60,30,40,0.95,0.13,0.9,9.7,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
MCM-41,BPEI,1.81:1.52:1,305,19.51 ,4.29,0,0,0.00,0.00,0.00,1005,1.13,3.18,0.00 ,100.00,60,30,60,0.74,0.16,0.7,5.5,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
MCM-41,BPEI,1.81:1.52:1,305,19.51 ,4.29,0,0,0.00,0.00,0.00,1005,1.13,3.18,0.00 ,100.00,60,30,80,0.58,0.17,0.6,4.6,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
MCM-41,BPEI,1.81:1.52:1,305,19.51 ,4.29,0,0,0.00,0.00,0.00,1005,1.13,3.18,0.00 ,100.00,60,30,100,0.40,0.12,0.6,3.0,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
MCM-41,BPEI,1.81:1.52:1,305,19.51 ,4.29,0,0,0.00,0.00,0.00,1005,1.13,3.18,0.00 ,100.00,60,30,120,0.30,0.07,0.6,1.8,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
MCM-41,BPEI,1.81:1.52:1,305,34.22 ,7.98,0,0,0.00,0.00,0.00,1005,1.13,3.18,0.00 ,100.00,60,30,40,0.50,0.18,3.0,30.0,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
MCM-41,BPEI,1.81:1.52:1,305,34.22 ,7.98,0,0,0.00,0.00,0.00,1005,1.13,3.18,0.00 ,100.00,60,30,60,0.84,0.20,2.4,34.5,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
MCM-41,BPEI,1.81:1.52:1,305,34.22 ,7.98,0,0,0.00,0.00,0.00,1005,1.13,3.18,0.00 ,100.00,60,30,80,1.37,0.19,0.9,24.1,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
MCM-41,BPEI,1.81:1.52:1,305,34.22 ,7.98,0,0,0.00,0.00,0.00,1005,1.13,3.18,0.00 ,100.00,60,30,100,1.90,0.19,0.7,15.1,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
MCM-41,BPEI,1.81:1.52:1,305,34.22 ,7.98,0,0,0.00,0.00,0.00,1005,1.13,3.18,0.00 ,100.00,60,30,120,1.59,0.13,0.7,1.4,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
MCM-41,BPEI,1.81:1.52:1,305,44.10 ,10.11,0,0,0.00,0.00,0.00,1005,1.13,3.18,0.00 ,100.00,60,30,40,0.49,0.11,1.4,23.8,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
MCM-41,BPEI,1.81:1.52:1,305,44.10 ,10.11,0,0,0.00,0.00,0.00,1005,1.13,3.18,0.00 ,100.00,60,30,60,0.80,0.13,1.2,31.7,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
MCM-41,BPEI,1.81:1.52:1,305,44.10 ,10.11,0,0,0.00,0.00,0.00,1005,1.13,3.18,0.00 ,100.00,60,30,80,1.57,0.13,0.6,24.0,-,-,-,-,-,https://doi.org/10.1016/j.seppur.2024.126735
MCM-41,BPEI,1.81:1.52:1,305,44.10 ,10.11,0,0,0.00,0.00,0.00,1005,1.13,3.18,0.00 ,100.00,60,30,100,2.36,0.11,0.7,17.8,120,-,0.70,30,-,https://doi.org/10.1016/j.seppur.2024.126735
